Pathways	Reactions of pathway
PWY-8475	RXN-8707 // AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN // RXN3DJ-35528 // ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN
PWY-6958	RXN-16042 // RXN-16022 // RXN-16021 // RXN-16020 // RXN-16019 // RXN-16041 // RXN-8350 // RXN-8347
PWY-5490	RXN-8746
PWY-6265	RXN-10629 // RXN-10628 // RXN-8415
PWY-5160	RXN-8006 // RXN-8005
PWY-8141	RXN-21395 // RXN-21396 // RXN-21397
PWY-7331	RXN-9998 // RXN-14764 // RXN-14763 // RXN-14759
PWY-5903	DHBAMPLIG-RXN // RXN-19449 // RXN-9376 // RXN-19458 // RXN-19460 // RXN-9377 // RXN-19452 // RXN-19461 // RXN-19462 // DHBDEHYD-RXN // ISOCHORMAT-RXN // ISOCHORSYN-RXN
PWY-6832	2.6.1.37-RXN // RXN-12513
PWY-8145	HOLOCYTOCHROME-C-SYNTHASE-RXN
PWY-5838	DMK-RXN // ADOMET-DMK-METHYLTRANSFER-RXN // RXN-9311 // NAPHTHOATE-SYN-RXN // RXN-9310 // 2.5.1.64-RXN // ISOCHORSYN-RXN // O-SUCCINYLBENZOATE-COA-SYN-RXN // O-SUCCINYLBENZOATE-COA-LIG-RXN // RXN-8992
PWY-5899	RXN-9364 // RXN-9366 // RXN-9365 // RXN-9311 // NAPHTHOATE-SYN-RXN // RXN-9310 // 2.5.1.64-RXN // ISOCHORSYN-RXN // O-SUCCINYLBENZOATE-COA-SYN-RXN // O-SUCCINYLBENZOATE-COA-LIG-RXN
PWY-5174	RXN-7979 // RXN-7946 // RXN-7947
PWY-82	L-ARABINOKINASE-RXN // RXN-7401
PWY66-382	TRANS-RXN-419 // RXN66-361 // RXN66-360 // RXN66-359 // RXN66-358
PWY-7595	RXN-16070
DESULFONATION-PWY	BSDOSALCAL-RXN
PWY-8286	RXN-22490 // RXN-22234 // RXN-22233 // RXN-22232 // RXN-22229
PWY-8131	RXN0-6550 // RXN-21317 // RXN-21315 // RXN-21316
PWY-6348	ACID-PHOSPHATASE-RXN
PWY-6499	GLUCARDEHYDRA-RXN // 25-DIOXOVALERATE-DEHYDROGENASE-RXN // 4.2.1.41-RXN
PWY-7756	RXN-17395 // RXN-12689 // RXN-17387 // RXN-17386
PWY-6193	CARBOXYMETHYLENEBUTENOLIDASE-RXN // RXN-10087 // RXN-9867 // MALEYLACETATE-REDUCTASE-RXN // RXN-9860
PWY-8343	RXN-22928 // RXN-22918 // RXN-22919 // RXN-22917 // RXN-22916 // RXN-22927 // RXN-22926 // RXN-22925 // RXN-22924 // RXN-18014 // RXN-22923 // RXN-19464 // RXN-22921
PWY-8157	RXN-2621 // RXN-2581 // 2.3.1.133-RXN // PHENYLALANINE-AMMONIA-LYASE-RXN // TRANS-CINNAMATE-4-MONOOXYGENASE-RXN // RXN-21512 // 4-COUMARATE--COA-LIGASE-RXN // RXN-21513 // RXN-21514
PWY-7166	RXN-13943 // RXN-13942 // RXN-13941 // 2.1.1.155-RXN
PWY-8324	RXN-22448 // TRANS-RXN-416 // TAGAALDOL-RXN
PWY0-862	RXN-9655 // 5.3.3.14-RXN // RXN0-2141 // RXN0-2142 // RXN0-2144 // RXN0-2145
PWY-5390	RXN1F-462 // RXN-527 // RXN-8449
PWY4FS-17	RXN-19715 // RXN-19716 // RXN-19718 // RXN-19717 // RXN4FS-20 // RXN4FS-21
PWY-8230	RXN-22162 // RXN-22161 // RXN-21886 // RXN-21887 // RXN-22160 // GLCNACPTRANS-RXN
PWY-7260	RXN-14448 // RXN-14442 // RXN-14441
PWY-6316	RXN-7822 // NARINGENIN-CHALCONE-SYNTHASE-RXN
PWY2OL-4	4.2.3.26-RXN // 4.2.3.25-RXN // GPPSYN-RXN
PWY-7835	RXN-18313 // RXN-18312 // RXN-18311 // RXN-18308 // RXN-18307 // RXN-18306 // 2.4.99.10-RXN // 2.4.1.163-RXN // RXN-12229 // RXN-18310 // RXN-18309 // 2.4.1.86-RXN // GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN // 2.4.1.206-RXN // RXN-18300 // RXN-18299 // RXN-18298 // 2.4.1.88-RXN // 2.4.1.79-RXN // 2.4.1.228-RXN // RXN-18297 // RXN-18296 // RXN-18295 // RXN-18294 // RXN-18286 // RXN-18287 // RXN-18285 // RXN-18281 // RXN-18280 // RXN-18279 // RXN-18278 // RXN-18274 // RXN-18275 // RXN-18270 // RXN-18271 // 2.4.99.2-RXN // GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN // 2.4.1.92-RXN // 2.4.99.9-RXN // 2.4.99.11-RXN // CERAMIDE-GLUCOSYLTRANSFERASE-RXN // RXN-12119
PWY-7704	RXN-23354 // RXN-16978 // RXN-16977 // RXN-16976 // RXN-13989
GLYCOL-GLYOXDEG-PWY	GLYCOLALDREDUCT-RXN // GLYCOLALD-DEHYDROG-RXN // MALSYN-RXN // TSA-REDUCT-RXN // RXN0-7229 // GKI-RXN // GLYOCARBOLIG-RXN
PWY-7723	RXN-17108 // RXN-16395 // FMNREDUCT-RXN // RXN-12444 // RXN-9510 // ALKANAL-MONOOXYGENASE-FMN-LINKED-RXN // 6.2.1.19-RXN // RXN-17107
PWY-5850	RXN-9217 // RXN-9311 // NAPHTHOATE-SYN-RXN // RXN-9310 // 2.5.1.64-RXN // ISOCHORSYN-RXN // O-SUCCINYLBENZOATE-COA-SYN-RXN // O-SUCCINYLBENZOATE-COA-LIG-RXN // TRANS-PENTAPRENYLTRANSFERASE-RXN // RXN-9220
PWY-7946	RXN-19176 // RXN-19175 // RXN-19171 // RXN18HP-8 // RXN18HP-9
PWY-7644	4.2.2.7-RXN // RXN-16483 // RXN-16484 // DISULFOGLUCOSAMINE-6-SULFATASE-RXN // N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN
PWY-7932	RXN-19102 // RXN-19103 // RXN-19098 // RXN-19097 // RXN-19076 // RXN-19075 // RXN-19099 // RXN-19064 // RXN-19060
PWY-7299	RXN66-354 // RXN66-353
PWY-5957	2.5.1.43-RXN
PWY-6286	RXN-10670 // RXN-10669 // RXN-10668 // RXN-10667 // RXN-10666 // RXN-10665
PWY-6792	RXN-12349 // RXN-12350 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
PWY-8140	5.1.1.18-RXN
PWY-6836	RXN-8429 // RXN-8621 // RXN-12494 // RXN-12493
PWY-8226	RXN-22148 // RXN-22147 // GLCNACPTRANS-RXN // RXN-14559 // RXN-22144 // RXN-22145 // RXN-22146
PWY-6107	RXN-9914 // RXN-9869 // MALEYLACETATE-REDUCTASE-RXN // RXN-9892 // RXN-9870 // RXN-9912 // RXN-9913
PWY-7049	RXN-16019 // RXN-16020 // RXN-16021 // RXN-16022 // LINOLENOYL-RXN // RXN-13429 // RXN-13426
PWY-5209	RXN-23967 // FORMYLMETHANOFURAN-DEHYDROGENASE-RXN // FTRMBARK-RXN // MCHMBARK-RXN // MTDMBARK-RXN // MERMBARK-RXN
PWY-5189	UROGENIIISYN-RXN // OHMETHYLBILANESYN-RXN // PORPHOBILSYNTH-RXN // 5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
PWY-1782	2.4.2.34-RXN // 2.4.1.156-RXN // 2.3.1.72-RXN // RXN-9083 // RXN-9084 // RXN-2946 // RXN-2944 // RXN-2947 // RXN-2945 // RXN-2948 // 2.4.1.121-RXN
PWY-7007	RXN-11026 // RXN-13248 // RXN-13247 // OHACYL-COA-DEHYDROG-RXN // ENOYL-COA-HYDRAT-RXN // BUTYRATE--COA-LIGASE-RXN
PWY-6682	RXN-21178 // RXN-21177 // RXN-21175 // RXN-21176 // 4.1.1.82-RXN // PHOSPHOENOLPYRUVATE-MUTASE-RXN // RXN-9009 // RXN-12007 // RXN-12008 // RXN-12009 // RXN-12010 // RXN-12011 // RXN-12012
PWY-8246	RXN-22249 // RXN-22248
GLUCOSE1PMETAB-PWY	RXN0-6373 // GLUCOKIN-RXN // PHOSPHOGLUCMUT-RXN // GLUCONOLACT-RXN // GLUCOSE-1-PHOSPHAT-RXN
PWY-5084	RXN-7716 // RXN0-1147 // 2OXOGLUTDECARB-RXN
PWY-5942	RXN-12412 // RXNARA-8002 // RXN-8024 // RXN-8023 // 2.5.1.32-RXN // RXN-8022
PWY-5507	RXN-17122 // RXN-17123 // RXN-17124 // RXN-17125 // R344-RXN // R343-RXN // RXN-19344 // RXN-6261 // COBINPGUANYLYLTRANS-RXN // R345-RXN // 4.1.1.81-RXN // RXN-8626 // GLURS-RXN // GLUTRNAREDUCT-RXN // GSAAMINOTRANS-RXN // PORPHOBILSYNTH-RXN // OHMETHYLBILANESYN-RXN // UROGENIIISYN-RXN // DMBPPRIBOSYLTRANS-RXN // RXN-8770 // COBALAMIN5PSYN-RXN // RXN-14315 // 2.1.1.151-RXN // 4.99.1.3-RXN // DIMETHUROPORDEHYDROG-RXN // RXN-8767 // RXN-8766 // RXN-8764 // RXN-8762 // RXN-8761 // UROPORIIIMETHYLTRANSA-RXN // RXN-8675 // RXN-8769 // RXN-8768 // RXN-8765 // RXN-8763
PWY-8379	RXN-23242 // RXN-23241 // RXN-12859 // RXN-12854 // STIZOLOBINATE-SYNTHASE-RXN // RXN-21208 // RXN-17074 // RXN-17498 // RXN-17497 // RXN-21205 // RXN-21206 // RXN-23231 // RXN-23232 // RXN-23233 // RXN-23234 // RXN-23235
PWY-8416	2.7.7.40-RXN // RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN
PWY-8280	RXN-22455 // RXN-16380 // RXN-9548 // RXN-9634 // RXN-9633 // RXN-9632
PWY-2301	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN // MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
PWY-6344	RXN-18499 // ORNCARBAMTRANSFER-RXN // ARGININE-DEIMINASE-RXN // ORNMUTST-RXN // AKPTHIOL-RXN // ORNITHINE-RACEMASE-RXN
PWY-1741	2.4.2.34-RXN // 2.4.1.156-RXN // 2.3.1.72-RXN // 2.4.1.121-RXN
PWY-6269	RXN-19343 // RXN-19338 // RXN-19342 // RXN-8770 // COBALAMIN5PSYN-RXN // R346-RXN // RXN-6261 // DMBPPRIBOSYLTRANS-RXN // COBINPGUANYLYLTRANS-RXN
PWY-7168	RXN-13954 // RXN-13953 // RXN-13952 // RXN-13951 // RXN-13950 // RXN-13949 // RXN-13948 // RXN1F-461
PWY18C3-5	RXN18C3-19 // RXN18C3-18 // RXN18C3-17 // RXN18C3-16 // RXN18C3-15 // RXN18C3-14
PWY-5645	RXN-18438 // RXN-10381 // RXN-10245 // RXN-10246 // RXN-8838 // RXN-8837 // RXN-8836 // RXN-8835 // RXN-8834
PWY-8109	RXN-21063 // RXN-21062
PWY-7185	RXN-12198 // RXN-12197 // RXN-12195 // RXN-12196 // RXN-14026 // RXN-14025 // CTPSYN-RXN
PWY-6970	PYRUVATE-DEHYDROGENASE-NADP+-RXN
PWY185E-5	RXN185E-43 // RXN185E-42 // RXN185E-41 // 5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN
PWY-7713	RXN-17055 // RXN-17054 // RXN-17053 // RXN-17052 // RXN-17051 // RXN-17050 // RXN-17049
PWY-7470	2.3.1.23-RXN // RXN-15380
PWY-7280	RXN-14496
PWY-5379	RXN-8437 // RXN-8436 // RXN-8435
TRYPTOPHAN-DEGRADATION-1	RXN-11667 // RXN-11662 // ACETYL-COA-ACETYLTRANSFER-RXN // GLUTACONYL-COA-DECARBOXYLASE-RXN // GLUTARYL-COA-DEHYDROG-RXN // RXN-8665 // 1.13.11.6-RXN // 3-HYDROXY-KYNURENINASE-RXN // KYNURENINE-3-MONOOXYGENASE-RXN // ARYLFORMAMIDASE-RXN // 3.5.99.5-RXN // 2-KETO-ADIPATE-DEHYDROG-RXN // 2-AMINOMUCONATE-REDUCTASE-RXN // 1.2.1.32-RXN // AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
PWY-7158	RXN-13907 // RXN-13908 // RXN-13909
TYRFUMCAT-PWY	TYROSINE-AMINOTRANSFERASE-RXN // FUMARYLACETOACETASE-RXN // MALEYLACETOACETATE-ISOMERASE-RXN // HOMOGENTISATE-12-DIOXYGENASE-RXN // 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
PWY-7228	DGDPKIN-RXN // GDPREDUCT-RXN // GDPKIN-RXN // GUANYL-KIN-RXN // GMP-SYN-GLUT-RXN // IMP-DEHYDROG-RXN
PWY-5641	RXN-8819 // 2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN // CATECHOL-2-3-DIOXYGENASE-RXN
PWY-6975	RXN-12926 // RXN-12925 // RXN-12924 // RXN-12923 // ERYTHRONOLIDE-SYNTHASE-RXN // RXN-12808 // RXN-12933 // RXN-12918
PWY-6462	RXN-11307 // RXN-11310
PWY0-1309	RXN0-7392 // RXN0-7391
PWY-7987	DHBAMPLIG-RXN // RXN-19446 // RXN-19498 // RXN-19499 // RXN-19501 // ENTF-RXN // RXN-16905 // RXN-19502
PWY-7247	RXN-14693 // BETA-GLUCURONID-RXN // GLUCUROISOM-RXN
PWY-7521	RXN-15638 // RXN-15637 // RXN-15636
PWY-7119	RXN-9623 // RXN-16655 // RXN-20651 // RXN-20650 // RXN-20649 // RXN-13730 // RXN-13731 // RXN-13732 // RXN-13733 // CERAMIDASE-YEAST-RXN // RXN-13729 // RXN3O-504 // RXN3O-458 // DHS-PHOSPHATASE-RXN // SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN // SPHINGANINE-KINASE-RXN
PWY-5960	RXN-9503 // RXN-9502 // RXN-9501 // RXN-9500 // RXN-9499
PWY-7747	RXN-17343 // RXN-17338 // RXN-17340 // RXN-17339
PWY-5830	RXN-9188 // RXN-9161
PWY-6778	LAMINARIBIOSE-PHOSPHORYLASE-RXN
PWY-722	RXN-11318 // NICOTINATE-DEHYDROGENASE-RXN // RXN-7573 // MALEATE-ISOMERASE-RXN // RXN-646 // 1.13.11.9-RXN
PWY-5636	2-NITROPHENOL-2-MONOOXYGENASE-RXN
PWY-6831	RXN-11794 // RXN-11793 // RXN-11795 // RXN-10842
PWY66-366	RIBOFLAVINKIN-RXN // FADSYN-RXN
PWY-6537	SUCCSEMIALDDEHYDROG-RXN // GABATRANSAM-RXN
PWY-3561	RXN-5781 // PHOSCHOL-RXN // 2.7.7.15-RXN
PWY-7808	RXN-17970 // RXN-17967 // RXN-17968
PWY-7378	RXN-8627 // AMINOPROPDEHYDROG-RXN // THREOSPON-RXN // THREODEHYD-RXN
PWY-7462	RXN-15362 // RXN-15363 // RXN-15364 // RXN-15365
PWY-5121	FARNESYLTRANSTRANSFERASE-RXN // FPPSYN-RXN // GPPSYN-RXN // RXN-24044 // RXN-24043 // RXN-15878 // IPPISOM-RXN // RXN0-302 // 2.7.1.148-RXN // 2.7.7.60-RXN // DXPREDISOM-RXN // DXS-RXN
PWY-5304	RXN-17802 // RXN-16433 // RXN-16432 // 1.8.5.2-RXN // SULFITE-DEHYDROGENASE-RXN // RXN-23217 // RXN-23218 // SULFATE-ADENYLYLTRANSFERASE-ADP-RXN // 1.13.11.55-RXN
THIOSULFOX-PWY	THIOSULFATE-DEHYDROGENASE-RXN
PWY-6718	RXN-12148
PWY-6759	HYDROG-RXN
PWY-6518	RXN-16034 // RXN-16033 // RXN-11470 // 7-ALPHA-HYDROXYSTEROID-DEH-RXN // RXN-17415 // RXN-17410 // RXN-11472 // RXN-11471 // RXN-22304 // RXN-21346 // 12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN // 1.1.1.176-RXN
PWY-5832	RXN-9159
PWY-6014	RXN-9703
PWY-8300	RXN-22543 // RXN-22546 // RXN-22545 // RXN-22549 // RXN-22548 // RXN-22547 // RXN-22544
PWY-43	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN // AGMATINE-DEIMINASE-RXN // ARGDECARBOX-RXN
PWY-8340	RXN-9081
PWY-5283	RXN-14932 // RXN-21282 // RXN-8172 // 2-AMINOADIPATE-AMINOTRANSFERASE-RXN // RXN-8162 // L-PIPECOLATE-OXIDASE-RXN // RXN-8166 // RXN-8163 // LYSINE-RACEMASE-RXN
PWY-7668	RXN-16764 // RXN-16686 // RXN-16682 // RXN-16680 // RXN-16267 // RXN-16669 // RXN-16675 // RXN-16674 // RXN-16673 // RXN-16672
PWY0-1337	RXN-12567 // ACETYL-COA-ACETYLTRANSFER-RXN // RXN-11662 // RXN-11667 // BUTYRYL-COA-DEHYDROGENASE-RXN // RXN-12565 // RXN-12570 // RXN-14278 // RXN-14277 // RXN-20679 // RXN-20678 // RXN-14229 // RXN-13617 // RXN-12490 // RXN-13616 // RXN-13615 // RXN-14274 // RXN-20676 // RXN-20675 // RXN-9644 // RXN-7931 // RXN-14394 // RXN-14393 // RXN-17775 // RXN-17776 // RXN-17777 // RXN-17778 // RXN-17779 // RXN-17780 // RXN-17781 // RXN-17782 // RXN-17783 // RXN0-5393 // RXN0-5390 // RXN0-5391
PWY-5441	MMUM-RXN // METHIONINE-S-METHYLTRANSFERASE-RXN
PWY-5159	25-DIOXOVALERATE-DEHYDROGENASE-RXN // RXN-8003 // 4-HYDROXYPROLINE-EPIMERASE-RXN // 3.5.4.22-RXN
PWY-5521	RXN-8781 // RXN-8780 // RXN-8782 // D-SORBITOL-DEHYDROGENASE-RXN
PWY-5663	RXN-8854 // 1.1.1.220-RXN // GTP-CYCLOHYDRO-I-RXN // 4.2.3.12-RXN
PWY-7587	RXN-16067 // RXN-16024 // RXN-16023
PWY-8254	RXN-16034 // RXN-16033 // RXN-11470 // 7-ALPHA-HYDROXYSTEROID-DEH-RXN
PWY-7582	RXN-16015 // RXN-16014
PWY-5867	RXN-12954 // RXN-9312 // RXN-11264
PWY-7922	RXN-16594 // 2.4.1.83-RXN // RXN-18949 // RXN-18948 // 2.4.1.109-RXN
PWY-7940	RXN-19138 // RXN-19139 // RXN-19140
PWY-6668	RXN-8620 // RXN-10441
PWY-5472	RXN-8702 // 1.1.3.34-RXN
PWY-6693	RXN-12080 // RXN-12079 // RXN-12078
PWY-7596	RXN-16067 // RXN-16024 // RXN-16023 // RXN-16068 // RXN-16069 // RXN-16070
PWY-4942	RXN-7422 // RXN-7421
PWY-6497	25-DIOXOVALERATE-DEHYDROGENASE-RXN // 4.2.1.41-RXN // GALACTARDEHYDRA-RXN
PWY-7554	RXN-15807 // RXN-15806 // RXN-15805
PWY-7432	PREPHENATEDEHYDRAT-RXN // RXN-15200
PWY-8289	RXN0-385 // RXN-22499 // RXN-22498 // RXN-22497 // RXN-22496
GLUTAMINDEG-PWY	GLUTAMIN-RXN
PWY-7518	RXN-15606 // TYROSINE-AMINOTRANSFERASE-RXN
PWY-695	RXN-698 // 1.2.3.14-RXN // 1.1.1.288-RXN
PWY-5343	RXN-8287 // RXN-8285 // RXN-8286
PWY-7269	ALDEHYDE-DEHYDROGENASE-NADP+-RXN // RXN0-5330 // NADH-KINASE-RXN // ALDHDEHYDROG-RXN // NAD-KIN-RXN
PWY-8030	RXN-20166 // 1.1.3.32-RXN // 1.14.21.2-RXN // RETICULINE-OXIDASE-RXN
PWY-7590	RXN-16049 // RXN-16047 // RXN-16048
PWY-4841	RXN-14693 // 2.7.7.44-RXN // GLUCURONOKINASE-RXN // MYO-INOSITOL-OXYGENASE-RXN
TREHALOSESYN-PWY	2.4.1.36-RXN // TREHALOSEPHOSPHA-RXN
PWY-8305	1.5.99.9-RXN // 2.3.1.101-RXN // FORMYLMETHANOFURAN-DEHYDROGENASE-RXN // 3.5.4.27-RXN // METHELENE-THMPT-OXI-RXN // ACETATE--COA-LIGASE-ADP-FORMING-RXN // RXN-22566 // RXN-22560 // RXN-22559
GLUT-REDOX-PWY	RXN0-7271 // PRODISULFREDUCT-A-RXN
PWY18C3-20	RXN18C3-51
PWY-6446	RXN-2002 // RXN-2001 // PHENYLALANINE-AMMONIA-LYASE-RXN // BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN // RXN-11278
PWY-1882	METHANE-MONOOXYGENASE-RXN // 1.2.1.2-RXN // RXN-2884 // 3.5.4.27-RXN // RXN-2883 // RXN-2882 // FORMALDEHYDE-DEHYDROGENASE-RXN // RXN-2962 // RXN-2961 // S-FORMYLGLUTATHIONE-HYDROLASE-RXN // RXN-2841 // RXN-2861
PWY3O-246	RR-BUTANEDIOL-DEHYDROGENASE-RXN
PWY-6538	RXN-13106 // RXN-11513 // RXN-11516 // RXN-11517 // RXN-11518 // RXN0-901 // XANTHINE-OXIDASE-RXN
P461-PWY	RXN-15513 // F16BDEPHOS-RXN // PEPSYNTH-RXN // 6PFRUCTPHOS-RXN // F16ALDOLASE-RXN // TRIOSEPISOMERIZATION-RXN // GAPOXNPHOSPHN-RXN // PHOSGLYPHOS-RXN // 3PGAREARR-RXN // 2PGADEHYDRAT-RXN // PEPDEPHOS-RXN // MANNPDEHYDROG-RXN // SORB6PDEHYDROG-RXN // ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN // ACETATEKIN-RXN // PHOSACETYLTRANS-RXN // PYRUVFORMLY-RXN // L-LACTATE-DEHYDROGENASE-RXN
PWY-6550	RXN-19492 // RXN-7282 // RXN-11511 // RXN-11542 // RXN-11543
PWY-7739	RXN-17183 // RXN-17182 // RXN-17181 // 2.3.1.177-RXN
PWY-7104	RXN-12404 // DTDPGLUCDEHYDRAT-RXN // DTDPGLUCOSEPP-RXN // RXN-15233 // RXN-12943 // RXN-13667 // RXN-13660 // RXN-13659
PWY-5381	NICOTINAMID-RXN // RXN-8444 // NAD-SYNTH-GLN-RXN // NICONUCADENYLYLTRAN-RXN // NICOTINATEPRIBOSYLTRANS-RXN // RXN-8443 // RXN-8442 // RXN-8441 // RXN-5841 // NMNNUCLEOSID-RXN // NADPYROPHOSPHAT-RXN
PWY-8032	RXN-20205 // RXN-20204 // RXN-20203 // PABASYN-RXN // RXN-20192 // RXN-20193 // RXN-20194 // RXN-20195 // RXN-20196
PWY-6519	RXN-11484 // RXN-11474 // RXN-11475 // RXN-11476 // RXN-11477 // RXN-11478 // RXN-11479 // RXN-11480 // RXN-11481 // RXN-11482 // RXN-11483
PWY18C3-10	RXN18C3-49 // RXN18C3-48 // RXN18C3-47 // RXN18C3-39 // RXN18C3-38 // RXN18C3-35 // RXN18C3-34
PWY-7924	RXN-19029
PWY-6254	RXN-10568 // RXN-10567
PWY-7439	RXN-15229 // RXN-15228 // RXN-15231 // RXN-15232
PWY-7208	URACIL-PRIBOSYLTRANS-RXN // CTPSYN-RXN // UDPKIN-RXN // RXN-12002
TOLUENE-DEG-2-OH-PWY	TOLUENE-2-MONOOXYGENASE-RXN // O-CRESOL-METHYLCATECHOL-RXN // 2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN // CATECHOL-2-3-DIOXYGENASE-RXN
PWY0-1336	R601-RXN // RXN0-5388
PWY-6400	RXN-11073 // RXN-11071
PWY-7214	RXN-14240 // RXN-11760
PWY-8107	RXN-21057 // RXN-21056
PWY-4762	RXN-5781 // PHOSCHOL-RXN // 2.7.7.15-RXN // RXN-5763 // RXN-5762 // RXN-5761 // RXN-5647 // RXN-5643 // RXN-5642 // 2.1.1.103-RXN // ETHANOLAMINE-KINASE-RXN // RXN-5641
PWY-7398	RXN-16763 // RXN-16762 // RXN-14988 // RXN-1126 // RXN-12965 // RXN-12963 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // RXN-12350 // RXN-12349 // RXN-14987 // RXN-14990 // 4-COUMARATE--COA-LIGASE-RXN // RXN-9697
UBISYN-PWY	FPPSYN-RXN // GPPSYN-RXN // RXN-8992 // 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN // 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN // 2-OCTAPRENYLPHENOL-HYDROX-RXN // 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN // 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN // 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN // DHHB-METHYLTRANSFER-RXN // OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN // CHORPYRLY-RXN
PWY-7194	URACIL-PRIBOSYLTRANS-RXN // CYTDEAM-RXN
PWY-8058	ACETOACETATE--COA-LIGASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN // GKI-RXN // RXN-20661 // RXN-20662 // RXN-20663 // RXN-20664 // RXN-20665
PWY-8407	RXN-23541 // RXN-23549 // RXN-23553 // RXN-23554 // RXN-23555 // RXN-23545 // RXN-23542 // RXN-23546
TRESYN-PWY	TREHALOSEPHOSPHA-RXN // TREHALOSE6PSYN-RXN
PWY-8062	ACETALD-DEHYDROG-RXN // RXN-20702 // RXN-20701
PWY-7719	RXN-17083 // RXN-17078 // RXN-17079 // RXN-17080 // RXN-17081 // RXN-17082 // RXN-9998
PWY-6053	R15-RXN // RXN-9753 // RXN-9754 // RXN-9755
PWY-5807	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
PWY-6364	3.1.3.62-RXN // RXN-8730 // 2.7.1.127-RXN
PWY-5674	NITRATE-REDUCTASE-CYTOCHROME-RXN // 1.7.2.2-RXN
PWY-4121	GSPSYN-RXN
PWY-6629	RXN0-2381 // RXN0-2382 // ANTHRANSYN-RXN // PRTRANS-RXN // PRAISOM-RXN // IGPSYN-RXN // 3-DEHYDROQUINATE-DEHYDRATASE-RXN // SHIKIMATE-5-DEHYDROGENASE-RXN // SHIKIMATE-KINASE-RXN // 2.5.1.19-RXN // CHORISMATE-SYNTHASE-RXN // DAHPSYN-RXN // 3-DEHYDROQUINATE-SYNTHASE-RXN
PWY-7930	RXN-19083 // RXN-19082 // RXN-19081 // RXN-19080 // RXN-19079 // RXN-19077 // RXN-19066
PWY-241	TRANS-RXN0-570 // TRANS-RXN-374 // RXN0-5224 // MALATE-DEHYDROGENASE-NADP+-RXN // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN // MALIC-NADP-RXN // PEPCARBOX-RXN
PWY-1187	RXN-19589 // RXN-8052 // RXN-11445 // RXN-11438 // RXN-11430 // RXN-11422 // RXN-11414 // RXN-2224 // RXN-2223 // RXN-2222 // RXN-2221 // RXN-2209 // RXN-2208 // RXN-2206
PWY-6030	TRYPTOPHAN-5-MONOOXYGENASE-RXN // RXN3DJ-170 // RXN3DJ-35528 // ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN
PWY-5710	RXN-21443 // RXN-8927 // RXN-8926 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // RXN-8925 // 4.1.2.41-RXN // 4.2.1.101-RXN
PWY-7670	RXN-16700 // RXN-16699 // RXN-16698
PWY-8247	RXN-22273 // RXN-22262 // RXN-22253 // RXN-22252 // RXN-22251 // RXN-22250
PWY-5775	RXN-9062 // RXN-9064 // RXN-9063 // RXN-9061 // RXN-9060 // RXN-9059
PWY-6504	RXN-10724
PWY-5078	RXN-7694 // 4.1.1.72-RXN // BRANCHED-CHAINAMINOTRANSFERILEU-RXN
PWY-3982	BETA-UREIDOPROPIONASE-RXN // DIHYDROPYRIMIDINASE-RXN // 1.3.1.2-RXN
PWY-5634	RXN-8812 // RXN-8811 // RXN-8810 // 2.3.1.175-RXN // 1.14.11.26-RXN // 1.14.20.1-RXN // 5.1.1.17-RXN // RXN-8809 // 1.21.3.1-RXN // 6.3.2.26-RXN
PWY-7002	RXN-13129 // MALEYLACETATE-REDUCTASE-RXN // 1.2.1.61-RXN // RXN-8740 // RXN-13126
