Pathways	Common-Name
ECASYN-PWY	enterobacterial common antigen biosynthesis
PWY-6386	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)
PWY-7050	icosapentaenoate biosynthesis IV (bacteria)
P3-PWY	gallate degradation III (anaerobic)
PWY-7633	calycosin 7-<i>O</i>-glucoside biosynthesis
PWY-6945	cholesterol degradation to androstenedione I (cholesterol oxidase)
PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I
PWY-5941	glycogen degradation II
PWY-6632	caffeine degradation IV (bacteria, via demethylation and oxidation)
P601-PWY	(<i>R</i>)-camphor degradation
PWY-8026	sterol biosynthesis (methylotrophs)
PWY-6721	sangivamycin biosynthesis
PWY-5443	aminopropanol phosphate biosynthesis I
PWY-5679	clavulanate biosynthesis
PWY-6105	botryococcenes and methylated squalene biosynthesis
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)
PWY-7161	polymethylated quercetin biosynthesis
PWY-2463	(-)-medicarpin biosynthesis
PWY-7750	carbon monoxide oxidation to CO<sub>2</sub>
PWY-1701	methanol and methylamine oxidation to formaldehyde
PWY-7838	globo-series glycosphingolipids biosynthesis
P161-PWY	acetylene degradation (anaerobic)
PWY-7021	superpathway of neomycin biosynthesis
PWY-5197	lactate biosynthesis (archaea)
PWY-8204	<i>Salmonella enterica</i> serotype O:54 O antigen biosynthesis
PWY-6289	petrobactin biosynthesis
PWY-8415	macrocyclic archaeol phospholipid biosynthesis
PWY-5118	ponciretin biosynthesis
PWY-7929	polybrominated phenols biosynthesis
PWY-8368	clorobiocin biosynthesis
PWY-882	L-ascorbate biosynthesis I (plants, L-galactose pathway)
PWY-6933	seleno-amino acid detoxification and volatilization III
PWY-7559	glutathione degradation (DUG pathway)
PWY-5175	lactucaxanthin biosynthesis
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis
PWY-7068	ursolate biosynthesis
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate
PWY-5134	superpathway of bitter acids biosynthesis
PWY-8451	2-oxoglutarate-derived opine biosynthesis
PWY-7826	<i>Amaryllidacea</i> alkaloids biosynthesis
PWY-5943	&beta;-carotene biosynthesis
PWY-4341	L-glutamate biosynthesis V
PWY-6463	peptidoglycan cross-bridge biosynthesis IV (<i>Weissella viridescens</i>)
PWY-8004	Entner-Doudoroff pathway I
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I
PWY-8073	lipid IV<sub>A</sub> biosynthesis (<i>P. putida</i>)
GLYCOLATEMET-PWY	glycolate and glyoxylate degradation I
PWY-7720	ophiobolin F biosynthesis
P282-PWY	nitrite oxidation
PWY-7092	neolinustatin bioactivation
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA
PWY-7424	sterol:steryl ester interconversion (yeast)
PWY-8015	glycine degradation (reductive Stickland reaction)
PWY-6633	caffeine degradation V (bacteria, via trimethylurate)
PWY-1042	glycolysis IV
ANAPHENOXI-PWY	L-phenylalanine degradation II (anaerobic)
PWY-5985	trehalose biosynthesis VII
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II
PWY-4381	fatty acid biosynthesis initiation (type II)
PWY-5785	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis
PWY-5054	D-sorbitol biosynthesis I
PWY-7420	monoacylglycerol metabolism (yeast)
PWY-7574	propanoyl-CoA degradation II
PWY-5311	L-lysine degradation VII
PWY0-1569	autoinducer AI-2 degradation
PWY-7389	superpathway of anaerobic energy metabolism (invertebrates)
PWY-7951	ellagic acid degradation to urolithins
PWY-7871	D-threonate degradation
PWY-8490	cyclic &beta;-1,2-glucan biosynthesis
PWY-6628	superpathway of L-phenylalanine biosynthesis
PWY-6720	toyocamycin biosynthesis
PWY-8181	2-methyl-branched fatty acid &beta;-oxidation
PWY-8389	penigequinolone biosynthesis
PWYQT-4429	CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)
PWY-5747	2-methylcitrate cycle II
PWY-7011	2-isopropylphenol degradation
PWY-8259	arsenic detoxification (plants)
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass
PWY-7552	heme <i>b</i> biosynthesis III (from siroheme)
PPGPPMET-PWY	ppGpp metabolism
PWY-7995	tricin biosynthesis
PWY1-2	L-alanine degradation IV
PWY-8422	<i>Porphyromonas gingivalis</i> lipopolysaccharide (O-LPS) biosynthesis (final steps)
PWY-5661	GDP-&alpha;-D-glucose biosynthesis
PWY-7593	linoleate biosynthesis III (cyanobacteria)
PWY-7052	cyanophycin metabolism
PWY-6876	isopropanol biosynthesis (engineered)
PWY-2902	cytokinin-<i>O</i>-glucosides biosynthesis
PWY-842	starch degradation I
PWY-7817	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)
PWY-6317	D-galactose degradation I (Leloir pathway)
PWY-7848	heme degradation VII
PWY-5290	secologanin and strictosidine biosynthesis
PWY-7914	coral bioluminescence
PWY-5314	L-lysine degradation VIII
GLUTDEG-PWY	L-glutamate degradation II
PWY0-381	glycerol and glycerophosphodiester degradation
P164-PWY	purine nucleobases degradation I (anaerobic)
PWY-5485	pyruvate fermentation to acetate IV
PWY-7251	pentacyclic triterpene biosynthesis
PWY2B4Q-6	Kdo transfer to lipid IV<sub>A</sub> (<i>Brucella</i>)
PWY-7334	UDP-<i>N</i>-acetyl-&alpha;-D-quinovosamine biosynthesis
PWY-7035	(9<i>Z</i>)-tricosene biosynthesis
PWY-6454	vancomycin resistance I
PWY-7392	taxadiene biosynthesis (engineered)
PWY-8382	diazepinomicin biosynthesis
PWY-5886	3-(4-hydroxyphenyl)pyruvate biosynthesis
PWY-3981	&beta;-alanine biosynthesis I
PWY-6128	cis-calamenene related sesquiterpenoids biosynthesis
PWY-5478	superpathway of hydrolyzable tannin biosynthesis
PWY-6692	Fe(II) oxidation
PWY66-241	bupropion degradation
PWY-6638	sulfolactate degradation III
PWY-8476	angular furanocoumarin biosynthesis
PWY-7178	D-xylose degradation to ethylene glycol (engineered)
PWY-5694	allantoin degradation to glyoxylate I
PWY-6681	neurosporaxanthin biosynthesis
PWY-6048	methylthiopropanoate degradation I (cleavage)
PWY-7709	(3<i>R</i>)-linalool biosynthesis
PWY-6664	di-myo-inositol phosphate biosynthesis
PWY-7383	anaerobic energy metabolism (invertebrates, cytosol)
PWY-7728	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)
PWY-6802	salidroside biosynthesis
PWY2PN3-14	spermidine biosynthesis IV
PWY-7429	arsenite to oxygen electron transfer (via azurin)
PWY-5417	catechol degradation III (ortho-cleavage pathway)
PWY-8513	green fluorescent protein chromophore biosynthesis
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)
PWY-5307	gentiodelphin biosynthesis
PWY-6974	dTDP-&beta;-L-olivose biosynthesis
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)
PWY-5057	L-valine degradation II
PWY-5954	(1'<i>S</i>,5'<i>S</i>)-averufin biosynthesis
PWY0-981	taurine degradation IV
PWY0-42	2-methylcitrate cycle I
PWY-8427	2-allylmalonyl-CoA biosynthesis
PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation
PWY18C3-17	superpathway of acylsucrose biosynthesis (wild tomato)
PWY-6138	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)
PWY-283	benzoate degradation II (aerobic and anaerobic)
PWY-6126	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II
PWY-8217	<i>Escherichia coli</i> serotype O:55/<i>Salmonella enterica</i> serotype O:50 O antigen biosynthesis
PWY-7786	D-threitol degradation
COLANSYN-PWY	colanic acid building blocks biosynthesis
PWY-6427	rot-2'-enonate biosynthesis
PWY-7889	tRNA-uridine<sup>34</sup> modifications (mammalian mitochondria)
PWY-5887	albaflavenone biosynthesis
PWY0-1415	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III
PWY4FS-5	superpathway of phosphatidylcholine biosynthesis
PWY-5849	menaquinol-6 biosynthesis
PWY-7646	dermatan sulfate degradation I (bacterial)
PWY66-377	pregnenolone biosynthesis
PWY0-1241	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis
PWY18C3-23	guaiacol biosynthesis
PWY-3101	flavonol biosynthesis
PWY-6736	sulfur volatiles biosynthesis
PWY66-387	3-methyl-branched fatty acid &alpha;-oxidation
PWY-7109	megalomicin A biosynthesis
PWY-6895	superpathway of thiamine diphosphate biosynthesis II
PWY-7426	complex <i>N</i>-linked glycan biosynthesis (vertebrates)
SULFMETII-PWY	assimilatory sulfate reduction II
PWY-7986	anguibactin biosynthesis
PWY-3542	choline biosynthesis II
PWY-6688	thyronamine and iodothyronamine metabolism
PWY-8378	Kdo-lipid A biosynthesis (<i>Vibrio cholerae</i> serogroup O1 El Tor)
4AMINOBUTMETAB-PWY	superpathway of 4-aminobutanoate degradation
PWY-6897	thiamine diphosphate salvage II
PWY-5827	heliocides biosynthesis
PWY-1361	benzoyl-CoA degradation I (aerobic)
PWY-6627	salinosporamide A biosynthesis
PWY-7639	bis(guanylyl molybdenum cofactor) biosynthesis
PWY-7387	hypotaurine degradation
PWY-6120	L-tyrosine biosynthesis III
PWY-7143	kaempferol gentiobioside biosynthesis
PWY-6168	flavin biosynthesis III (fungi)
PWY-6998	CDP-D-arabitol biosynthesis
PWY-7678	anthocyanidin sambubioside biosynthesis
PWY-5048	rosmarinic acid biosynthesis I
GLUCONSUPER-PWY	D-gluconate degradation
PWY-13	superpathway of tetrahydroxyxanthone biosynthesis
PWY-6978	plastoquinol-9 biosynthesis II
PWY-6711	archaeosine biosynthesis I
PWY-7771	butachlor degradation
PWY-6117	spermine and spermidine degradation I
PWY-6828	linezolid resistance
PWY-1001	cellulose biosynthesis
PWY-7676	Kdo8N transfer to lipid IV<sub>A</sub>
PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)
PWY-7883	peptidoglycan recycling II
PWY-7425	2-chloroacrylate degradation I
PWY-6085	2,4-dichlorophenoxyacetate degradation
PWY-6440	spermine and spermidine degradation II
PWY0-501-1	lipoate biosynthesis and incorporation V (mammals)
PWY-5165	4-toluenesulfonate degradation II
PWY-8175	even <i>iso</i>-branched-chain fatty acid biosynthesis
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
PWY-7859	jasmonoyl-L-isoleucine inactivation
PWY-7754	bile acid 7&alpha;-dehydroxylation
PWY-8133	succinoglycan biosynthesis
PWY-8221	<i>Escherichia coli</i> serotype O:111/<i>Salmonella enterica</i> serotype O:35 O antigen biosynthesis
PWY-6825	phosphatidylcholine biosynthesis V
PWY-8288	carbofuran degradation III
PWY-8325	glycine betaine degradation III
PWY-6956	naphthalene degradation to acetyl-CoA
P124-PWY	Bifidobacterium shunt
2AMINOBENZDEG-PWY	anthranilate degradation III (anaerobic)
PWY-7127	CDP-D-mannitol biosynthesis
PWY-6228	3-chlorobenzoate degradation III (via gentisate)
PWY-7764	chlorophyll <i>a</i> biosynthesis III
PWY-8296	cremeomycin biosynthesis
PWY-6961	L-ascorbate degradation II (bacterial, aerobic)
PWY-5028	L-histidine degradation II
ASPSYNII-PWY	cyanide detoxification I
PWY-6123	inosine-5'-phosphate biosynthesis I
PWY-8365	C<sub>25,25</sub> CDP-archaeol biosynthesis
PWY-6927	chlorophyll <i>a</i> degradation II
PWY-7494	choline degradation IV
PWY-7779	methyl <i>tert</i>-butyl ether degradation
PWY-7957	hapalindole H biosynthesis
PWY-6290	&beta;-cubebene biosynthesis
PWY-6012	acyl carrier protein metabolism
PWY-5505	L-glutamate and L-glutamine biosynthesis
PWY-7490	patulin biosynthesis
PWY-8167	<i>bis</i>(tungstenpterin) cofactor biosynthesis
P421-PWY	4-nitrotoluene degradation I
PWY-6035	2,3-<i>cis</i>-flavanols biosynthesis
DARABCAT-PWY	D-arabinose degradation I
PWY-7506	phosphatidylserine biosynthesis II
PWY-8090	D-apionate degradation II (RLP decarboxylase)
PWY-5406	divinyl ether biosynthesis I
PWY-7384	anaerobic energy metabolism (invertebrates, mitochondrial)
PWY-7528	L-methionine salvage cycle I (bacteria and plants)
PWY-1061	homogalacturonan biosynthesis
PWY-8461	<i>Streptococcus pneumoniae</i> serotype 4 capsular polysaccharide biosynthesis
P184-PWY	protocatechuate degradation I (<I>meta</I>-cleavage pathway)
BETSYN-PWY	glycine betaine biosynthesis I (Gram-negative bacteria)
PWY-7095	3,4-dihydroxymandelonitrile &beta;-<i>D</i>-glucose biosynthesis
PWY-5870	ubiquinol-8 biosynthesis (late decarboxylation)
PWY-822	fructan biosynthesis
PWY-5888	rhodoquinone-10 biosynthesis
PWY-7748	yatein biosynthesis I
PWY66-380	estradiol biosynthesis I (via estrone)
PWY-8200	backdoor pathway of androgen biosynthesis
PWY2O6K-2	NADH to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer
PWY-5667	CDP-diacylglycerol biosynthesis I
PWY-7532	acetylaszonalenin biosynthesis
PWY-4	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)
PWY-6566	chondroitin biosynthesis
PWY-6556	pyrimidine ribonucleosides salvage II
PWY-5944	zeaxanthin biosynthesis
PWY-6872	retinoate biosynthesis I
PWY66-367	ketogenesis
PWY-6658	acetan biosynthesis
PWY-8156	omphalotin biosynthesis
PWY-8402	<i>N</i>-(1-deoxy-D-fructos-1-yl)-L-asparagine degradation
PWY-4441	DIMBOA-glucoside activation
PWY0-1355	formate to trimethylamine <i>N</i>-oxide electron transfer
PWY-5298	L-lysine degradation VI
PWY-7310	D-glucosaminate degradation
PWY-4021	&beta;-alanine betaine biosynthesis
PWY-8203	8-amino-7-oxononanoate biosynthesis IV
PWY-6517	<i>N</i>-acetylglucosamine degradation II
PWY0-881	superpathway of fatty acid biosynthesis I (E. coli)
PWY-8367	hygromycin B biosynthesis
PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis
PWY-6871	3-methylbutanol biosynthesis (engineered)
PWY-7667	apicidin biosynthesis
PWY0-1585	formate to nitrite electron transfer
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)
PWY-5896	superpathway of menaquinol-10 biosynthesis
PWY-5701	shikonin biosynthesis
PWY-7636	astaxanthin biosynthesis (flowering plants)
CYSTEINE-DEG-PWY	L-cysteine degradation I
PWY0-1317	L-lactaldehyde degradation (aerobic)
PWY-8397	arachidonate metabolites biosynthesis
PWY-5929	puromycin biosynthesis
PWY-5250	methanogenesis from trimethylamine
TOLUENE-DEG-3-OH-PWY	toluene degradation II (aerobic) (<I>via 4-methylcatechol</i>)
PWY-7758	bacteriochlorophyll <i>d</i> biosynthesis
PWY-6511	3-methylarginine biosynthesis
PWY-5079	L-phenylalanine degradation III
PWY-7915	jellyfish bioluminescence
NONMEVIPP-PWY	methylerythritol phosphate pathway I
PWY-8445	puerarin degradation
PWY0-1608	glycine degradation
PWY-1581	plastoquinol-9 biosynthesis I
PWY-8154	superpathway of cholesterol degradation III (oxidase)
PWY-6689	tRNA splicing I
PWY-7124	ethene biosynthesis V (engineered)
PWY-8099	tetrahydropteridine recycling
PWY2B4Q-3	<i>Brucella abortus</i> O antigen biosynthesis
PWY-7167	choline degradation III
PWY-7037	protein <i>O</i>-glycosylation (Neisseria)
PWY-6134	L-tyrosine biosynthesis IV
PWY-6131	glycerol degradation II
PWY1G01-4	glutarate degradation
PWY-6139	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)
PWY-6321	homotaurine degradation
PWY-6079	anthranilate degradation I (aerobic)
PWY-5499	vitamin B<sub>6</sub> degradation I
PWY-8089	D-apiose degradation I
PWY-6608	guanosine nucleotides degradation III
PWY-5479	6-methoxypodophyllotoxin biosynthesis
SORBDEG-PWY	D-sorbitol degradation II
PWY-6820	diphyllin biosynthesis
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I
PWY-6003	gramicidin S biosynthesis
PWY-7610	GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis
PWY-8492	anabaenopeptin B biosynthesis
PWY-8272	<i>Escherichia coli</i> serotype O:49 O antigen biosynthesis
PWY-8228	<i>Porphyromonas gingivalis</i> O-LPS antigen biosynthesis
PWY-5497	purine nucleobases degradation II (anaerobic)
PWY-8249	xanthommatin biosynthesis
PWY-5980	xylogalacturonan biosynthesis
PWY-5808	hyperforin and adhyperforin biosynthesis
PWY-7563	bassianin and desmethylbassianin biosynthesis
PWY-7560	methylerythritol phosphate pathway II
PWY-2721	trehalose degradation III
THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)
PWY-5751	phenylethanol biosynthesis
PWY-7612	chaetoglobosin A biosynthesis
PWY-7297	octopamine biosynthesis
PWY-8039	mitomycin biosynthesis
PWY-6788	cellulose degradation II (fungi)
PWY-6611	adenine and adenosine salvage V
PWY-5892	menaquinol-12 biosynthesis
PWY-6982	umbelliferone biosynthesis
PWY-8282	adenosylcobinamide-GDP salvage from assorted adenosylcobamides
PWY-7477	momilactone A biosynthesis
PWY-5828	lacinilene C biosynthesis
PWY-6749	CMP-legionaminate biosynthesis I
PWY-7729	5,6-dimethylbenzimidazole biosynthesis II (anaerobic)
PWY-7413	dTDP-6-deoxy-&alpha;-D-allose biosynthesis
PWY-5982	sulfoacetaldehyde degradation II
BENZCOA-PWY	anaerobic aromatic compound degradation (<i>Thauera aromatica</i>)
PWY-6787	flavonoid biosynthesis (in equisetum)
PWY-7435	mucin core 3 and core 4 <i>O</i>-glycosylation
PWY-8264	arsenate detoxification I
PWY-5535	acetate and ATP formation from acetyl-CoA II
PWY-7705	quinolinone B biosynthesis
PWY-7979	protein <I>O</i>-mannosylation III (mammals, core M3)
PWY-8421	<i>Helicobacter pylori</i> 26695 lipopolysaccharide biosynthesis (final steps)
PWY-6598	sciadonate biosynthesis
PWY-5027	phylloquinol biosynthesis
PWY-7916	squid bioluminescence
PWY-5285	sulfide oxidation III (to sulfite)
PWY-7514	L-tyrosine degradation IV (to 4-methylphenol)
PWY-8482	MM 4550 biosynthesis
PWYG-321	mycolate biosynthesis
PWY-8334	D-arabinose degradation V
PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)
PWY-6132	lanosterol biosynthesis
PWY-6461	peptidoglycan cross-bridge biosynthesis II (<i>E. faecium</i>)
PWY-7290	<i>Escherichia coli</i> serotype O:86 <i>O</i> antigen biosynthesis
PWY-7954	tabtoxinine-&beta;-lactam biosynthesis
PWY-6061	bile acid biosynthesis, neutral pathway
PWY-8173	<i>anteiso</i>-branched-chain fatty acid biosynthesis
P281-PWY	3-phenylpropanoate degradation
PWY-7880	coelimycin P1 biosynthesis
PWY-7041	the visual cycle II (molluscs)
PWY-7656	<i>Spodoptera littoralis</i> pheromone biosynthesis
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation
PWY-7056	daphnin interconversion
PWY-7958	12-<i>epi</i>-fischerindole biosynthesis
PWY-5488	4-nitrophenol degradation II
PWY-6710	poly-hydroxy fatty acids biosynthesis
PWY-7303	4-hydroxy-3-prenylbenzoate biosynthesis
PWY-8274	pyruvate fermentation to (<i>R</i>)-lactate
GLUTATHIONESYN-PWY	glutathione biosynthesis
PWY-5366	palmitoleate biosynthesis II (plants and bacteria)
PWY-2343	daidzein conjugates interconversion
PWY-6738	pinitol biosynthesis I
PWY1-3	polyhydroxybutanoate biosynthesis
PWY-7978	<i>N</i>-methylpyrrolidone degradation
PWY-6087	4-chlorocatechol degradation
PWY-7800	Ac/N-end rule pathway
PWY-5280	L-lysine degradation IV
PWY-6467	Kdo transfer to lipid IV<sub>A</sub> (<i>Chlamydia</i>)
PWY-5041	<i>S</i>-adenosyl-L-methionine salvage II
PWY-6731	starch degradation III
PWY1G-170	formaldehyde oxidation III (mycothiol-dependent)
NAD-BIOSYNTHESIS-III	NAD biosynthesis from nicotinamide I (amidated pathway)
FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)
PWY-7818	teichoic acid biosynthesis (<i>S. pneumoniae</i>)
PWY-7195	pyrimidine ribonucleosides salvage III
PWY-8327	atranorin biosynthesis
PWY-6637	sulfolactate degradation II
PWY-6576	dermatan sulfate degradation (metazoa)
METHIONINE-DEG1-PWY	L-methionine degradation I (to L-homocysteine)
PWY-862	fructan degradation
PWY-8335	plasmalogen biosynthesis II (anaerobic)
PWY-6495	ergotamine biosynthesis
PWY-1263	taurine degradation I
PWY-8137	NADPH repair (eukaryotes)
PWY-6567	chondroitin sulfate biosynthesis
PWY-8111	carbaryl degradation
PWY-8061	8-oxo-(d)GTP detoxification II
PWY-6244	bergamotene biosynthesis II
PWY-5261	methanogenesis from tetramethylammonium
PWY-8027	parkeol biosynthesis
PWY-5266	<I>p</I>-cymene degradation
PWY-7186	superpathway of scopolin and esculin biosynthesis
PWY0-662	PRPP biosynthesis
